Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02,183.97999572753906,184.07000732421875,182.47999572753906,182.9199981689453,151.242919921875,119636900
2014-01-03,183.22999572753906,183.60000610351562,182.6300048828125,182.88999938964844,151.2180938720703,81390600
2014-01-06,183.49000549316406,183.55999755859375,182.0800018310547,182.36000061035156,150.7799072265625,108028200
2014-01-07,183.08999633789062,183.7899932861328,182.9499969482422,183.47999572753906,151.7059783935547,86144200
2014-01-08,183.4499969482422,183.8300018310547,182.88999938964844,183.52000427246094,151.739013671875,96582300
2014-01-09,184.11000061035156,184.1300048828125,182.8000030517578,183.63999938964844,151.83827209472656,90683400
2014-01-10,183.9499969482422,184.22000122070312,183.00999450683594,184.13999938964844,152.2516632080078,102026400
2014-01-13,183.6699981689453,184.17999267578125,181.33999633789062,181.69000244140625,150.22592163085938,149892000
2014-01-14,182.2899932861328,183.77000427246094,181.9499969482422,183.6699981689453,151.86309814453125,105016100
2014-01-15,184.10000610351562,184.94000244140625,183.7100067138672,184.66000366210938,152.681640625,98525800
2014-01-16,184.27999877929688,184.66000366210938,183.8300018310547,184.4199981689453,152.48316955566406,72290600
2014-01-17,184.10000610351562,184.4499969482422,183.32000732421875,183.63999938964844,151.83827209472656,107848700
2014-01-21,184.6999969482422,184.77000427246094,183.0500030517578,184.17999267578125,152.28472900390625,88621200
2014-01-22,184.49000549316406,184.57000732421875,183.91000366210938,184.3000030517578,152.3839569091797,61270900
2014-01-23,183.3699951171875,183.39999389648438,181.82000732421875,182.7899932861328,151.13546752929688,132496900
2014-01-24,181.60000610351562,181.66000366210938,178.8300018310547,178.88999938964844,147.9108428955078,208677100
2014-01-27,179.05999755859375,179.52000427246094,177.1199951171875,178.00999450683594,147.1832275390625,180843100
2014-01-28,178.13999938964844,179.3000030517578,178.1199951171875,179.07000732421875,148.05966186523438,110463200
2014-01-29,177.5800018310547,178.5500030517578,176.8800048828125,177.35000610351562,146.63754272460938,216597300
2014-01-30,178.8300018310547,179.80999755859375,178.25999450683594,179.22999572753906,148.19195556640625,118938100
2014-01-31,177.00999450683594,179.2899932861328,176.9199981689453,178.17999267578125,147.32382202148438,194677900
2014-02-03,177.97000122070312,178.3699951171875,173.8300018310547,174.1699981689453,144.0081787109375,254837100
2014-02-04,174.9499969482422,175.83999633789062,174.11000061035156,175.38999938964844,145.01693725585938,165012400
2014-02-05,174.77999877929688,175.55999755859375,173.7100067138672,175.1699981689453,144.83502197265625,164230500
2014-02-06,175.5800018310547,177.47999572753906,175.22000122070312,177.47999572753906,146.74501037597656,132877600
2014-02-07,178.30999755859375,179.8699951171875,177.72999572753906,179.67999267578125,148.56394958496094,170787200
